dataset,csv_bytes,rows,cols,codec,bytes,ratio_vs_csv,enc_mbs,dec_mbs
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,brotli -q11,514010,16.8937,0.87,615.99
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,bzip2 -9,687668,12.6275,17.16,92.8
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,feather+lz4,1582138,5.4885,2621.19,5558.83
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,feather+zstd,936458,9.2728,1511.51,2625.91
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,gzip -9,951781,9.1235,18.53,1237.48
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,lz4 -9,1189541,7.2999,85.67,667.57
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,orc+snappy,801196,10.8382,795.78,2336.8
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,orc+zlib,531100,16.3501,434.16,1460.89
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,orc+zstd,502914,17.2665,718.6,2317.47
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,parquet+brotli,417987,20.7747,6.71,1363.59
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,parquet+gzip,464717,18.6857,332.95,1859.09
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,parquet+snappy,587367,14.7838,940.08,294.68
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,parquet+zstd,432583,20.0737,84.38,2624.97
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,polypress,240758,36.0675,3.53,235.43
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,polypress+brotli,234274,37.0658,,
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,polypress+zstd,246342,35.25,,
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,xz -9e,514812,16.8674,2.32,263.97
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,zstd -19,577612,15.0335,2.67,972.4
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,zstd -22,569229,15.2549,2.02,981.74
data_excess_deaths_associated_with_covid_19_xkkf-xrst.csv,8683545,50000,14,zstd -3,1087526,7.9847,182.31,805.46
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,brotli -q11,728040,11.9684,1.01,604.63
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,bzip2 -9,711872,12.2402,17.24,85.85
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,feather+lz4,2888258,3.0169,1204.7,3350.16
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,feather+zstd,1702298,5.1186,758.82,1400.91
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,gzip -9,1326824,6.5672,19.89,1080.66
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,lz4 -9,1390525,6.2663,87.33,621.47
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,orc+snappy,1678036,5.1927,381.98,1152.57
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,orc+zlib,1175439,7.4129,215.6,670.62
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,orc+zstd,1173201,7.4271,349.13,1008.25
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,parquet+brotli,806234,10.8076,3.9,688.54
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,parquet+gzip,848283,10.2719,166.27,887.86
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,parquet+snappy,1043913,8.3469,639.6,574.54
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,parquet+zstd,822507,10.5938,73.38,1215.76
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,polypress,568515,15.3267,2.34,115.79
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,polypress+brotli,558279,15.6077,,
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,polypress+zstd,603194,14.4455,,
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,xz -9e,718184,12.1326,3.96,262.96
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,zstd -19,754272,11.5521,3.54,892.3
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,zstd -22,754238,11.5527,3.28,891.5
data_civil_service_list_active_vx8i-nprf.csv,8713457,50000,20,zstd -3,1097817,7.9371,178.5,789.69
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,brotli -q11,183360,48.3316,1.53,1045.78
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,bzip2 -9,272008,32.5802,12.38,101.44
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,feather+lz4,4171130,2.1246,1467.27,3183.48
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,feather+zstd,2443138,3.6273,751.16,1322.27
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,gzip -9,919965,9.6331,21.67,1319.36
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,lz4 -9,1030232,8.602,68.98,730.25
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,orc+snappy,1236708,7.1659,378.79,902.91
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,orc+zlib,729474,12.1486,249.73,650.0
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,orc+zstd,738493,12.0002,334.86,758.48
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,parquet+brotli,311968,28.407,16.47,870.82
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,parquet+gzip,329719,26.8777,334.27,947.64
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,parquet+snappy,438218,20.223,613.62,257.21
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,parquet+zstd,318473,27.8268,210.68,1082.48
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,polypress,79587,111.3509,3.87,139.03
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,polypress+brotli,80472,110.1264,,
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,polypress+zstd,87301,101.5119,,
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,xz -9e,166416,53.2526,5.4,525.54
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,zstd -19,179816,49.2842,5.55,1200.32
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,zstd -22,170801,51.8855,1.93,1221.86
data_covid_19_case_surveillance_public_use_da_n8mc-b4w4.csv,8862088,50000,19,zstd -3,578818,15.3107,204.37,1041.89
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,brotli -q11,310587,29.5678,0.81,886.77
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,bzip2 -9,251134,36.5676,10.89,105.47
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,feather+lz4,2540058,3.6154,2173.08,4598.59
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,feather+zstd,1627810,5.6415,1202.14,2053.19
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,gzip -9,467162,19.6578,44.17,1734.33
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,lz4 -9,609163,15.0754,84.45,879.64
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,orc+snappy,816161,11.2519,562.71,1460.94
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,orc+zlib,500362,18.3534,387.41,1091.56
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,orc+zstd,575640,15.9533,517.17,1345.13
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,parquet+brotli,284094,32.3251,12.92,1469.53
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,parquet+gzip,290558,31.6059,584.99,1727.8
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,parquet+snappy,314345,29.2143,950.17,298.39
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,parquet+zstd,283715,32.3683,462.4,2110.1
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,polypress,172549,53.2218,3.01,274.7
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,polypress+brotli,176943,51.9001,,
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,polypress+zstd,196728,46.6805,,
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,xz -9e,284556,32.2726,3.57,420.81
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,zstd -19,316212,29.0418,3.48,1173.29
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,zstd -22,313336,29.3083,2.81,1205.94
data_covid_19_case_surveillance_public_use_da_vbim-akqf.csv,9183360,50000,12,zstd -3,686904,13.3692,210.55,978.63
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,brotli -q11,218791,42.7427,0.73,879.32
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,bzip2 -9,260605,35.8847,19.79,166.14
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,feather+lz4,1770498,5.282,4528.8,5084.78
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,feather+zstd,1097450,8.5213,1971.25,2459.65
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,gzip -9,393504,23.7653,27.49,1778.22
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,lz4 -9,561960,16.6413,142.62,983.77
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,orc+snappy,382817,24.4287,925.62,1807.47
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,orc+zlib,153731,60.8317,676.63,1626.67
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,orc+zstd,117529,79.5695,872.13,1859.93
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,parquet+brotli,135525,69.0037,30.6,1976.62
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,parquet+gzip,150034,62.3307,645.61,2178.26
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,parquet+snappy,245438,38.1022,995.31,305.5
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,parquet+zstd,139090,67.2351,99.53,2695.99
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,polypress,68105,137.3133,1.29,329.61
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,polypress+brotli,64279,145.4865,,
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,polypress+zstd,80642,115.9659,,
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,xz -9e,190820,49.0081,0.86,426.24
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,zstd -19,241748,38.6838,2.1,1270.29
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,zstd -22,241533,38.7182,0.82,1238.48
data_nwss_public_sars_cov_2_wastewater_metric_2ew6-ywp6.csv,9351725,50000,16,zstd -3,374505,24.9709,224.41,1220.18
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,brotli -q11,1261249,7.6008,1.01,443.73
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,bzip2 -9,1518085,6.3148,22.22,82.51
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,feather+lz4,4998866,1.9177,918.95,2960.64
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,feather+zstd,3027218,3.1668,545.73,1260.57
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,gzip -9,1992579,4.8111,21.62,928.82
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,lz4 -9,2299255,4.1694,76.56,527.04
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,orc+snappy,2768973,3.4621,393.05,1068.38
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,orc+zlib,1951072,4.9134,177.28,522.39
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,orc+zstd,1847967,5.1876,331.64,876.67
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,parquet+brotli,1584073,6.0518,1.8,482.58
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,parquet+gzip,1814245,5.284,69.34,604.48
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,parquet+snappy,2546643,3.7644,441.41,270.32
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,parquet+zstd,1642186,5.8376,19.15,904.66
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,polypress,1021486,9.3848,1.97,113.23
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,polypress+brotli,1021363,9.3859,,
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,polypress+zstd,1097752,8.7328,,
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,xz -9e,1272224,7.5352,4.0,182.38
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,zstd -19,1333459,7.1892,4.07,775.48
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,zstd -22,1333082,7.1912,3.79,780.46
data_facilities_licensed_by_the_department_of_nhjr-rpi2.csv,9586457,50000,15,zstd -3,1872149,5.1206,183.02,668.79
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,brotli -q11,284098,34.1433,1.65,872.08
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,bzip2 -9,279324,34.7269,12.23,113.75
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,feather+lz4,4628722,2.0956,1627.53,3440.88
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,feather+zstd,2668922,3.6344,754.81,1351.34
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,gzip -9,598986,16.1941,32.4,1697.89
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,lz4 -9,649551,14.9335,106.92,939.71
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,orc+snappy,1135167,8.545,400.43,1007.9
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,orc+zlib,700538,13.8466,266.09,737.02
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,orc+zstd,694747,13.962,366.8,886.17
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,parquet+brotli,300006,32.3328,15.47,947.09
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,parquet+gzip,316256,30.6715,322.15,1042.0
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,parquet+snappy,402912,24.0748,629.39,281.15
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,parquet+zstd,308429,31.4498,213.52,1201.99
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,polypress,137597,70.496,4.32,166.53
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,polypress+brotli,136938,70.8353,,
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,polypress+zstd,152652,63.5435,,
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,xz -9e,271756,35.6939,5.59,453.21
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,zstd -19,287518,33.7372,5.89,1253.43
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,zstd -22,284180,34.1334,4.1,1248.89
datos_beneficiarios_más_familias_en_acción_xfif-myr2.csv,9700043,50000,22,zstd -3,667312,14.536,226.95,1047.74
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,brotli -q11,940907,10.7858,1.05,563.8
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,bzip2 -9,1029047,9.8619,16.6,84.56
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,feather+lz4,3625146,2.7994,1243.51,3791.01
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,feather+zstd,2414234,4.2036,737.19,1496.57
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,gzip -9,1665525,6.0932,21.0,1054.59
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,lz4 -9,1911385,5.3094,87.37,614.89
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,orc+snappy,2134797,4.7538,514.76,1477.4
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,orc+zlib,1491475,6.8043,238.23,742.83
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,orc+zstd,1532209,6.6234,444.28,1115.18
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,parquet+brotli,1065390,9.5255,2.61,730.73
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,parquet+gzip,1194685,8.4946,120.21,1017.1
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,parquet+snappy,1507129,6.7336,601.96,313.05
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,parquet+zstd,1142643,8.8815,55.42,1405.17
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,polypress,821466,12.354,2.98,142.07
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,polypress+brotli,800874,12.6717,,
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,polypress+zstd,893599,11.3568,,
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,xz -9e,929424,10.919,3.72,240.0
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,zstd -19,976162,10.3962,3.88,923.69
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,zstd -22,975159,10.4069,3.34,928.0
data_citywide_payroll_data_fiscal_year_k397-673e.csv,10148400,50000,17,zstd -3,1568442,6.4704,205.61,755.66
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,brotli -q11,629698,16.4639,0.94,635.09
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,bzip2 -9,866371,11.9663,21.72,92.37
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,feather+lz4,2816778,3.6805,1928.06,4411.43
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,feather+zstd,1820610,5.6944,966.39,1825.89
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,gzip -9,1053770,9.8383,28.9,1345.86
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,lz4 -9,1310799,7.9091,117.24,773.96
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,orc+snappy,1346003,7.7023,611.28,1602.13
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,orc+zlib,894086,11.5954,343.07,914.77
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,orc+zstd,813605,12.7424,532.51,1440.28
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,parquet+brotli,750716,13.8098,5.57,904.02
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,parquet+gzip,833424,12.4394,196.27,1160.67
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,parquet+snappy,1135556,9.1297,788.44,322.87
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,parquet+zstd,787116,13.1712,80.46,1671.03
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,polypress,470708,22.0249,3.7,181.75
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,polypress+brotli,467625,22.1701,,
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,polypress+zstd,509276,20.3569,,
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,xz -9e,605168,17.1312,4.5,275.0
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,zstd -19,678566,15.2782,4.33,1039.63
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,zstd -22,678193,15.2866,4.04,1047.64
datacatalog_employee_payroll_xu6t-uvny.csv,10367275,50000,15,zstd -3,886457,11.6952,223.88,988.78
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,brotli -q11,991424,10.8967,1.0,551.78
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,bzip2 -9,1044837,10.3397,20.55,86.21
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,feather+lz4,4058202,2.6621,1282.47,3813.2
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,feather+zstd,2708018,3.9894,755.57,1545.55
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,gzip -9,1777691,6.0771,18.83,1085.32
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,lz4 -9,2068855,5.2219,85.55,607.54
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,orc+snappy,2105950,5.1299,579.33,1641.1
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,orc+zlib,1557764,6.9351,256.74,781.19
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,orc+zstd,1535976,7.0335,482.81,1244.19
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,parquet+brotli,1355090,7.9724,2.14,750.75
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,parquet+gzip,1594406,6.7757,116.82,999.01
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,parquet+snappy,2069479,5.2203,726.37,345.49
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,parquet+zstd,1475132,7.3236,47.17,1608.07
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,polypress,580635,18.606,2.22,167.15
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,polypress+brotli,616998,17.5094,,
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,polypress+zstd,709263,15.2317,,
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,xz -9e,956636,11.293,3.22,232.41
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,zstd -19,1021264,10.5784,3.72,928.44
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,zstd -22,1019829,10.5932,3.2,932.45
data_crime_responses_gvua-xt9q.csv,10803292,50000,14,zstd -3,1686953,6.404,207.64,752.62
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,brotli -q11,1495569,7.336,1.02,424.5
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,bzip2 -9,2261201,4.8521,22.25,68.63
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,feather+lz4,5977850,1.8354,1311.73,4793.04
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,feather+zstd,3618626,3.032,767.34,1806.89
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,gzip -9,3614721,3.0352,22.12,664.02
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,lz4 -9,4305852,2.5481,91.02,389.23
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,orc+snappy,4635481,2.3669,596.06,1821.99
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,orc+zlib,3189271,3.4401,173.47,582.05
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,orc+zstd,2957167,3.7102,455.18,1285.49
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,parquet+brotli,2138457,5.1306,1.61,561.41
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,parquet+gzip,3259402,3.3661,59.21,594.48
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,parquet+snappy,4639764,2.3647,580.16,333.21
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,parquet+zstd,2268575,4.8363,16.93,1435.68
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,polypress,1423818,7.7057,1.19,117.11
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,polypress+brotli,1504571,7.2921,,
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,polypress+zstd,1529263,7.1744,,
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,xz -9e,1489432,7.3663,3.83,170.24
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,zstd -19,1581373,6.938,4.05,768.09
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,zstd -22,1579154,6.9477,3.72,754.06
datahub_real_time_traffic_incident_reports_dx9v-zd7x.csv,10971540,50000,10,zstd -3,2306372,4.7571,191.91,646.11
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,brotli -q11,1458567,7.6015,1.03,484.83
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,bzip2 -9,1632883,6.79,19.13,71.45
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,feather+lz4,5426586,2.0431,801.74,2668.31
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,feather+zstd,3215834,3.4477,496.52,1204.91
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,gzip -9,2651166,4.182,24.47,864.52
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,lz4 -9,2866389,3.868,84.84,519.29
data_nys_attorney_registrations_eqw2-r5nb.csv,11087272,50000,20,orc+snappy,3166273,3.5017,354.69,938.31
